Cluster Index	Value	x	y	z	
1	13.7	72	41	98
1	13.7	31	48	145
1	13.7	166	194	164
1	13.7	61	72	145
1	13.7	15	144	191
1	13.7	100	49	185
1	13.7	116	36	42
1	13.7	44	53	99
1	13.7	49	157	4
1	13.7	20	195	110
1	13.7	99	166	139
1	13.7	185	107	194
1	13.7	132	142	193
1	13.7	161	83	151
1	13.7	4	184	24
1	13.7	47	23	42
1	13.7	89	115	197
1	13.7	104	155	21
1	13.7	5	128	134
1	13.7	110	150	7
1	13.7	145	77	175
1	13.7	123	94	8
1	13.7	86	188	81
1	13.7	165	4	92
1	13.7	3	161	30
1	13.7	173	113	24
1	13.7	110	61	131
1	13.7	159	117	42
1	13.7	25	21	6
1	13.7	167	61	117
1	13.7	53	144	36
1	13.7	111	190	7
1	13.6	186	140	57
1	13.6	99	117	24
1	13.6	106	176	67
1	13.6	56	121	181
1	13.6	16	147	135
1	13.6	157	24	137
1	13.6	168	59	170
1	13.6	169	115	56
1	13.6	89	176	14
1	13.6	42	106	150
1	13.6	124	185	67
1	13.6	79	126	12
1	13.6	163	87	5
1	13.6	106	85	50
1	13.6	75	126	99
1	13.6	104	79	173
1	13.6	92	21	55
1	13.6	75	6	13
1	13.6	159	187	112
1	13.6	161	110	48
1	13.6	51	164	132
1	13.6	147	140	173
1	13.6	148	114	69
1	13.6	128	60	172
1	13.6	46	172	133
1	13.6	26	92	176
1	13.6	30	18	149
1	13.6	118	121	184
1	13.6	158	171	12
1	13.6	80	122	45
1	13.6	68	59	179
1	13.6	194	11	36
1	13.6	27	168	87
1	13.6	125	180	57
1	13.6	96	173	143
1	13.6	36	82	116
1	13.6	128	5	177
1	13.6	173	25	137
1	13.6	193	54	24
1	13.6	55	30	191
1	13.6	189	69	86
1	13.6	161	88	79
1	13.6	93	64	26
1	13.6	103	133	19
1	13.6	12	52	54
1	13.6	87	79	19
1	13.6	140	170	118
1	13.6	191	23	5
1	13.6	25	164	79
1	13.6	183	74	72
1	13.6	63	104	153
1	13.6	18	83	31
1	13.6	164	57	154
1	13.6	177	179	61
1	13.6	31	43	67
1	13.6	147	107	124
1	13.6	26	138	97
1	13.6	48	8	93
1	13.6	12	72	175
1	13.6	143	29	24
1	13.6	9	6	63
1	13.6	187	77	98
1	13.6	99	156	192
1	13.6	51	185	140
1	13.6	80	136	4
1	13.6	64	23	143
1	13.6	103	180	141
1	13.6	81	137	175
1	13.6	77	28	166
1	13.6	15	78	106
1	13.6	64	142	63
1	13.6	79	49	195
1	13.6	169	103	145
1	13.6	39	9	120
1	13.6	66	5	80
1	13.6	130	148	188
1	13.6	9	177	133
1	13.6	75	46	36
1	13.6	21	168	5
1	13.6	158	17	84
1	13.6	56	143	21
1	13.6	192	175	71
1	13.6	152	180	72
1	13.6	6	64	31
1	13.6	124	129	71
1	13.6	188	176	58
1	13.6	185	81	35
1	13.6	177	135	132
1	13.6	12	133	86
1	13.6	106	25	122
1	13.6	171	123	24
1	13.6	170	83	193
1	13.6	123	92	22
1	13.6	12	179	140
1	13.6	33	80	132
1	13.6	162	182	157
1	13.6	70	12	63
1	13.6	91	79	179
1	13.6	70	197	162
1	13.6	6	95	75
1	13.6	73	68	131
1	13.6	196	94	132
1	13.6	119	104	14
1	13.6	101	187	175
1	13.6	78	24	91
1	13.6	160	32	164
1	13.6	109	141	102
1	13.6	190	26	130
1	13.6	194	194	160
1	13.6	189	68	31
1	13.6	42	175	95
1	13.6	71	176	4
1	13.6	75	110	78
1	13.6	135	62	16
1	13.6	132	163	173
1	13.6	104	96	87
1	13.6	5	101	100
1	13.6	165	149	140
1	13.6	20	185	79
1	13.6	24	184	163
1	13.6	176	24	97
1	13.6	179	14	74
1	13.6	119	103	134
1	13.6	133	21	14
1	13.6	20	100	146
1	13.6	41	92	84
1	13.6	122	21	115
1	13.6	180	69	32
1	13.6	15	30	84
1	13.6	103	49	192
1	13.6	16	121	20
1	13.6	12	156	106
1	13.6	142	147	89
1	13.6	119	40	108
1	13.6	40	109	70
1	13.6	9	4	53
1	13.6	76	17	192
1	13.6	67	30	86
1	13.6	94	50	175
1	13.6	116	135	127
1	13.6	130	124	22
1	13.6	25	86	18
1	13.6	173	36	139
1	13.6	84	188	65
1	13.6	80	93	116
1	13.6	44	196	30
1	13.6	103	37	144
1	13.6	194	27	111
1	13.6	150	171	194
1	13.6	186	163	137
1	13.6	178	161	144
1	13.6	104	92	17
1	13.6	155	173	72
1	13.6	156	4	151
1	13.6	134	56	74
1	13.6	96	75	174
1	13.6	137	179	46
1	13.6	16	182	54
1	13.6	11	43	154
1	13.6	139	38	10
1	13.6	118	15	67
1	13.6	126	186	64
1	13.6	174	20	96
1	13.6	147	145	43
1	13.6	163	99	133
1	13.6	92	31	185
1	13.6	105	166	120
1	13.6	68	179	181
1	13.6	43	19	66
1	13.6	90	100	150
1	13.6	137	85	113
1	13.6	5	73	106
1	13.6	112	28	178
1	13.6	33	70	63
1	13.6	90	80	158
1	13.6	190	127	2
1	13.6	32	138	89
1	13.6	46	119	19
1	13.6	123	186	105
1	13.6	46	188	142
1	13.6	27	66	50
1	13.6	25	18	177
1	13.6	10	31	116
1	13.6	6	41	195
1	13.6	29	177	94
1	13.6	44	172	149
1	13.6	56	31	162
1	13.6	45	118	32
1	13.6	117	170	190
1	13.6	187	80	54
1	13.6	105	175	74
1	13.6	33	169	85
1	13.6	114	108	56
1	13.6	21	174	184
1	13.6	37	184	83
1	13.6	168	175	86
1	13.6	46	65	22
1	13.6	69	147	137
1	13.6	78	46	182
1	13.6	25	45	4
1	13.6	148	27	29
1	13.6	48	45	11
1	13.6	48	2	62
1	13.6	123	131	71
1	13.6	80	151	21
1	13.6	73	157	165
1	13.6	187	103	105
1	13.6	28	31	81
1	13.6	149	176	26
1	13.6	76	145	6
1	13.6	139	126	43
1	13.6	102	32	35
1	13.6	183	42	58
1	13.6	166	112	132
1	13.6	128	188	146
1	13.6	133	186	74
1	13.6	139	191	9
1	13.6	114	109	154
1	13.6	113	37	141
1	13.6	131	71	146
1	13.6	106	135	191
1	13.6	189	163	86
1	13.6	32	129	186
1	13.6	150	16	91
1	13.6	50	20	35
1	13.6	140	89	111
1	13.6	10	115	70
1	13.6	64	127	37
1	13.6	21	80	135
1	13.6	136	163	192
1	13.6	71	79	130
1	13.6	31	62	105
1	13.6	173	50	75
1	13.6	122	16	181
1	13.6	194	32	99
1	13.6	11	78	91
1	13.6	133	140	39
1	13.6	51	196	194
1	13.6	42	93	127
1	13.6	113	143	145
1	13.6	120	112	169
1	13.6	171	57	31
1	13.6	105	130	17
1	13.6	105	80	82
1	13.6	17	169	97
1	13.6	190	110	41
1	13.6	14	47	109
1	13.6	72	112	150
1	13.6	147	57	141
1	13.6	120	28	71
1	13.6	121	30	193
1	13.6	134	26	15
1	13.6	44	121	46
1	13.6	3	58	171
1	13.6	155	158	117
1	13.6	167	156	46
1	13.6	103	110	34
1	13.6	163	181	32
1	13.6	193	108	5
1	13.6	14	176	125
1	13.6	6	56	8
1	13.5	150	9	110
1	13.5	113	174	85
1	13.5	39	196	65
1	13.5	156	59	66
1	13.5	63	80	53
1	13.5	120	181	117
1	13.5	97	8	130
1	13.5	74	95	180
1	13.5	80	78	40
1	13.5	88	72	33
1	13.5	52	74	126
1	13.5	93	60	43
1	13.5	145	71	110
1	13.5	104	160	132
1	13.5	133	135	183
1	13.5	68	151	191
1	13.5	67	58	139
1	13.5	140	196	109
1	13.5	84	67	5
1	13.5	37	133	82
1	13.5	121	70	4
1	13.5	196	149	147
1	13.5	71	105	173
1	13.5	118	70	106
1	13.5	70	140	147
1	13.5	26	150	3
1	13.5	196	176	52
1	13.5	79	42	28
1	13.5	64	75	196
1	13.5	176	174	166
1	13.5	35	124	36
1	13.5	98	195	101
1	13.5	27	17	150
1	13.5	126	74	157
1	13.5	23	172	163
1	13.5	94	135	77
1	13.5	93	109	116
1	13.5	143	62	131
1	13.5	11	133	147
1	13.5	149	42	17
1	13.5	125	23	78
1	13.5	77	28	156
1	13.5	175	45	171
1	13.5	39	171	3
1	13.5	176	145	178
1	13.5	69	152	23
1	13.5	111	23	64
1	13.5	45	13	97
1	13.5	97	3	50
1	13.5	128	27	18
1	13.5	143	129	11
1	13.5	76	92	177
1	13.5	132	67	149
1	13.5	46	117	179
1	13.5	75	70	79
1	13.5	137	156	173
1	13.5	22	81	66
1	13.5	86	132	185
1	13.5	76	146	113
1	13.5	116	155	93
1	13.5	71	82	8
1	13.5	3	100	39
1	13.5	140	130	20
1	13.5	164	30	155
1	13.5	150	191	45
1	13.5	149	88	144
1	13.5	138	106	146
1	13.5	170	96	75
1	13.5	64	33	49
1	13.5	141	22	79
1	13.5	120	59	48
1	13.5	158	175	67
1	13.5	133	67	36
1	13.5	195	46	86
1	13.5	155	149	68
1	13.5	120	118	52
1	13.5	190	78	181
1	13.5	77	124	84
1	13.5	149	36	86
1	13.5	8	25	139
1	13.5	6	73	73
1	13.5	179	14	143
1	13.5	138	55	126
1	13.5	4	20	143
1	13.5	24	123	31
1	13.5	31	90	82
1	13.5	87	98	18
1	13.5	159	10	84
1	13.5	20	78	30
1	13.5	6	62	55
1	13.5	158	114	107
1	13.5	121	6	75
1	13.5	175	22	188
1	13.5	64	116	70
1	13.5	184	117	26
1	13.5	122	156	51
1	13.5	125	176	21
1	13.5	62	88	168
1	13.5	33	145	176
1	13.5	127	91	49
1	13.5	28	132	176
1	13.5	91	157	118
1	13.5	6	193	160
1	13.5	137	112	152
1	13.5	108	126	147
1	13.5	186	149	63
1	13.5	91	103	68
1	13.5	147	17	35
1	13.5	72	85	120
1	13.5	131	30	84
1	13.5	150	84	114
1	13.5	45	130	193
1	13.5	40	99	151
1	13.5	28	192	179
1	13.5	78	11	155
1	13.5	140	179	138
1	13.5	88	39	113
1	13.5	106	49	143
1	13.5	127	150	36
1	13.5	102	169	65
1	13.5	84	165	62
1	13.5	57	124	84
1	13.5	159	85	111
1	13.5	3	129	46
1	13.5	149	49	102
1	13.5	98	185	102
1	13.5	30	151	189
1	13.5	52	35	129
1	13.5	63	130	55
1	13.5	166	76	134
1	13.5	93	101	121
1	13.5	12	165	142
1	13.5	52	80	95
1	13.5	43	77	136
1	13.5	121	77	144
1	13.5	34	22	60
1	13.5	41	165	96
1	13.5	25	29	42
1	13.5	126	139	17
1	13.5	28	25	33
1	13.5	167	156	60
1	13.5	143	43	83
1	13.5	39	161	188
1	13.5	144	97	169
1	13.5	80	14	20
1	13.5	29	157	64
1	13.5	65	185	43
1	13.5	174	162	117
1	13.5	68	20	179
1	13.5	154	145	174
1	13.5	34	37	73
1	13.5	72	29	51
1	13.5	113	90	51
1	13.5	78	65	115
1	13.5	7	25	46
1	13.5	137	175	194
1	13.5	187	115	55
1	13.5	6	36	27
1	13.5	84	165	160
1	13.5	177	162	163
1	13.5	168	135	111
1	13.5	190	41	9
1	13.5	176	28	98
1	13.5	55	151	121
1	13.5	104	88	132
1	13.5	178	28	119
1	13.5	165	28	87
1	13.5	18	88	5
1	13.5	64	47	161
1	13.5	187	51	78
1	13.5	60	73	50
1	13.5	69	112	173
1	13.5	7	161	168
1	13.5	160	87	39
1	13.5	66	24	117
1	13.5	187	103	161
1	13.5	38	177	95
1	13.5	158	189	111
1	13.5	58	171	190
1	13.5	165	111	167
1	13.5	194	144	186
1	13.5	53	16	128
1	13.5	119	184	149
1	13.5	106	191	157
1	13.5	120	118	35
1	13.5	83	50	32
1	13.5	102	179	143
1	13.5	153	31	62
1	13.5	147	89	162
1	13.5	107	60	29
1	13.5	100	77	148
1	13.5	186	52	158
1	13.5	101	124	11
1	13.5	8	33	144
1	13.5	14	50	159
1	13.5	15	11	83
1	13.5	194	125	115
1	13.5	4	74	187
1	13.5	181	50	162
1	13.5	76	115	132
1	13.5	8	188	53
1	13.5	48	97	142
1	13.5	86	182	138
1	13.5	156	4	149
1	13.5	189	8	15
1	13.5	149	10	84
1	13.5	78	195	20
1	13.5	129	145	161
1	13.5	137	185	106
1	13.5	180	61	156
1	13.5	163	67	85
1	13.5	63	191	122
1	13.5	122	175	27
1	13.5	167	91	116
1	13.5	9	114	175
1	13.5	104	77	138
1	13.5	145	84	171
1	13.5	31	93	182
1	13.5	110	78	87
1	13.5	11	171	167
1	13.5	165	100	156
1	13.5	15	61	16
1	13.5	32	108	50
1	13.5	29	142	186
1	13.5	178	34	131
1	13.5	93	15	148
1	13.5	157	36	15
1	13.5	132	67	12
1	13.5	78	75	143
1	13.5	191	166	91
1	13.5	178	37	111
1	13.5	144	117	102
1	13.5	159	39	143
1	13.5	68	160	92
1	13.5	132	34	171
1	13.5	99	29	168
1	13.5	21	98	197
1	13.5	88	7	85
1	13.5	133	7	4
1	13.5	102	175	128
1	13.5	38	126	180
1	13.5	44	107	66
1	13.5	18	92	17
1	13.5	57	32	102
1	13.5	28	195	99
1	13.5	51	25	29
1	13.5	173	96	41
1	13.5	187	69	26
1	13.5	15	184	53
1	13.5	41	92	39
1	13.5	168	129	133
1	13.5	132	173	146
1	13.5	31	134	148
1	13.5	188	14	155
1	13.5	148	50	173
1	13.5	149	96	88
1	13.5	83	191	66
1	13.5	107	6	168
1	13.5	106	90	150
1	13.5	68	94	173
1	13.5	34	124	112
1	13.5	134	196	49
1	13.5	179	74	110
1	13.5	5	131	77
1	13.5	55	122	3
1	13.5	100	127	7
1	13.5	192	81	111
1	13.5	141	8	26
1	13.4	134	177	172
1	13.4	63	193	173
1	13.4	74	89	177
1	13.4	135	76	107
1	13.4	149	83	180
1	13.4	175	106	94
1	13.4	81	36	102
1	13.4	4	124	164
1	13.4	193	143	19
1	13.4	8	52	16
1	13.4	43	53	80
1	13.4	22	108	30
1	13.4	135	181	88
1	13.4	77	127	105
1	13.4	146	167	116
1	13.4	117	189	151
1	13.4	69	128	95
1	13.4	63	87	192
1	13.4	101	16	109
1	13.4	65	158	40
1	13.4	82	9	127
1	13.4	3	145	21
1	13.4	13	176	98
1	13.4	161	118	105
1	13.4	41	112	83
1	13.4	161	37	108
1	13.4	46	150	10
1	13.4	185	24	68
1	13.4	61	107	186
1	13.4	19	102	14
1	13.4	113	20	62
1	13.4	102	82	155
1	13.4	122	154	8
1	13.4	151	84	112
1	13.4	148	90	121
1	13.4	41	31	48
1	13.4	131	104	35
1	13.4	84	190	32
1	13.4	149	136	36
1	13.4	24	138	194
1	13.4	12	28	8
1	13.4	17	190	20
1	13.4	27	100	20
1	13.4	11	7	59
1	13.4	76	92	4
1	13.4	46	82	32
1	13.4	56	108	3
1	13.4	100	178	8
1	13.4	72	10	162
1	13.4	5	8	89
1	13.4	89	54	20
1	13.4	142	127	39
1	13.4	174	76	11
1	13.4	163	9	182
1	13.4	165	58	69
1	13.4	114	68	106
1	13.4	180	16	30
1	13.4	72	62	196
1	13.4	33	136	119
1	13.4	154	117	185
1	13.4	165	176	45
1	13.4	166	58	53
1	13.4	4	106	151
1	13.4	111	22	151
1	13.4	33	45	6
1	13.4	10	161	187
1	13.4	30	193	149
1	13.4	145	84	191
1	13.4	108	13	118
1	13.4	14	98	57
1	13.4	9	59	165
1	13.4	165	38	92
1	13.4	121	188	48
1	13.4	187	80	122
1	13.4	196	97	152
1	13.4	57	167	64
1	13.4	82	115	21
1	13.4	16	118	123
1	13.4	98	53	51
1	13.4	134	73	161
1	13.4	20	35	110
1	13.4	161	105	128
1	13.4	166	74	16
1	13.4	77	106	185
1	13.4	16	57	28
1	13.4	57	67	79
1	13.4	186	156	100
1	13.4	70	135	73
1	13.4	136	167	189
1	13.4	4	170	81
1	13.4	36	29	55
1	13.4	104	88	196
1	13.4	4	67	82
1	13.4	73	76	71
1	13.4	181	93	17
1	13.4	45	103	4
1	13.4	118	92	16
1	13.4	105	98	17
1	13.4	187	43	88
1	13.4	115	121	89
1	13.4	103	57	43
1	13.4	36	188	19
1	13.4	57	172	23
1	13.4	144	15	100
1	13.4	96	90	118
1	13.4	64	58	84
1	13.4	141	141	84
1	13.4	140	31	162
1	13.4	171	96	106
1	13.4	196	29	105
1	13.4	140	42	153
1	13.4	4	79	94
1	13.4	43	88	64
1	13.4	75	59	19
1	13.4	42	69	75
1	13.4	23	69	19
1	13.4	184	102	121
1	13.4	59	30	105
1	13.4	77	49	85
1	13.4	150	79	6
1	13.4	78	49	136
1	13.4	117	189	141
1	13.4	178	133	68
1	13.4	29	58	94
1	13.4	105	53	35
1	13.4	55	41	8
1	13.4	74	97	60
1	13.4	194	69	20
1	13.4	48	150	123
1	13.4	186	185	120
1	13.4	77	73	33
1	13.4	128	78	169
1	13.4	120	159	194
1	13.4	131	158	153
1	13.4	120	14	192
1	13.4	22	149	176
1	13.4	29	146	67
1	13.4	84	43	39
1	13.4	51	51	196
1	13.4	193	190	92
1	13.4	60	120	111
1	13.4	4	33	139
1	13.4	152	54	4
1	13.4	177	54	133
1	13.4	190	13	118
1	13.4	28	191	190
1	13.4	21	39	79
1	13.4	41	150	109
1	13.4	68	124	189
1	13.4	177	69	30
1	13.4	11	184	12
1	13.4	135	142	56
1	13.4	91	8	100
1	13.4	162	37	17
1	13.4	146	46	13
1	13.4	130	170	58
1	13.4	49	107	56
1	13.4	135	169	80
1	13.4	166	9	135
1	13.4	178	4	179
1	13.4	143	159	193
1	13.4	189	156	154
1	13.4	135	24	23
1	13.4	165	136	95
1	13.4	119	75	88
1	13.4	12	91	55
1	13.4	132	36	158
1	13.4	180	121	176
1	13.4	102	123	59
1	13.4	73	73	73
1	13.4	195	195	117
1	13.4	50	90	176
1	13.4	67	194	195
1	13.4	28	78	35
1	13.4	162	17	160
1	13.4	156	82	43
1	13.4	51	82	64
1	13.4	48	145	166
1	13.4	34	16	143
1	13.4	48	179	84
1	13.4	117	4	162
1	13.4	49	57	168
1	13.4	60	76	146
1	13.4	9	50	136
1	13.4	163	166	56
1	13.4	118	29	97
1	13.4	38	99	149
1	13.4	178	141	46
1	13.4	158	21	113
1	13.4	75	168	151
1	13.4	58	147	5
1	13.4	147	25	91
1	13.4	16	177	57
1	13.4	197	185	145
1	13.4	119	18	177
1	13.4	82	194	158
1	13.4	8	17	174
1	13.4	152	78	8
1	13.4	15	48	153
1	13.4	49	143	165
1	13.4	142	80	40
1	13.4	7	35	146
1	13.4	191	101	191
1	13.4	168	142	89
1	13.4	135	8	21
1	13.4	34	125	85
1	13.4	171	138	3
1	13.4	56	46	147
1	13.4	97	129	30
1	13.4	86	66	63
1	13.4	69	192	172
1	13.4	74	100	164
1	13.4	54	195	163
1	13.4	186	192	96
1	13.4	7	173	83
1	13.4	84	42	45
1	13.4	16	30	187
1	13.4	63	63	14
1	13.4	125	24	185
1	13.4	40	26	75
1	13.4	19	51	22
1	13.4	179	35	117
1	13.4	139	46	66
1	13.4	165	4	53
1	13.4	149	192	85
1	13.4	162	19	162
1	13.4	122	140	91
1	13.4	16	110	154
1	13.4	37	40	12
1	13.4	78	110	182
1	13.4	31	75	160
1	13.4	49	65	189
1	13.4	187	20	160
1	13.4	118	111	115
1	13.4	167	139	10
1	13.4	162	173	165
1	13.4	87	145	10
1	13.4	9	120	40
1	13.4	105	123	144
1	13.4	5	22	140
1	13.4	92	54	76
1	13.4	17	84	50
1	13.4	83	19	80
1	13.4	149	89	141
1	13.4	190	81	28
1	13.4	162	5	192
1	13.4	150	53	164
1	13.4	100	47	77
1	13.4	16	104	131
1	13.4	189	5	3
1	13.4	24	24	176
1	13.4	97	152	36
1	13.4	169	85	60
1	13.4	98	161	64
1	13.4	68	106	121
1	13.4	7	180	27
1	13.4	89	8	67
1	13.4	100	176	154
1	13.4	175	63	130
1	13.4	22	45	90
1	13.4	48	143	188
1	13.4	151	112	58
1	13.4	63	65	142
1	13.4	116	62	55
1	13.4	181	175	3
1	13.4	93	12	78
1	13.4	129	190	4
1	13.4	134	134	76
1	13.4	156	173	144
1	13.4	83	39	102
1	13.4	65	146	183
1	13.4	70	37	131
1	13.4	7	142	135
1	13.4	153	179	40
1	13.4	62	25	146
1	13.4	111	82	61
1	13.4	68	86	97
1	13.4	83	132	161
1	13.4	195	158	79
1	13.4	66	146	190
1	13.4	162	20	155
1	13.4	48	114	176
1	13.4	178	94	16
1	13.4	39	95	195
1	13.4	69	51	13
1	13.4	121	44	86
1	13.4	98	127	113
1	13.4	38	33	122
1	13.4	13	46	107
1	13.4	12	46	91
1	13.4	7	12	131
1	13.4	12	36	46
1	13.4	77	135	31
1	13.4	45	58	82
1	13.4	26	103	94
1	13.4	177	27	67
1	13.4	129	3	93
1	13.4	178	35	46
1	13.4	61	85	20
1	13.4	27	33	111
1	13.4	30	88	78
1	13.3	33	110	22
1	13.3	69	14	23
1	13.3	135	98	87
1	13.3	57	178	139
1	13.3	119	82	19
1	13.3	124	137	170
1	13.3	70	191	105
1	13.3	103	75	181
1	13.3	52	15	171
1	13.3	93	150	20
1	13.3	145	11	169
1	13.3	126	61	83
1	13.3	141	7	95
1	13.3	178	20	145
1	13.3	150	25	103
1	13.3	38	80	47
1	13.3	82	27	136
1	13.3	106	59	14
1	13.3	135	94	44
1	13.3	152	182	153
1	13.3	125	73	86
1	13.3	86	68	196
1	13.3	61	173	150
1	13.3	104	72	92
1	13.3	166	83	97
1	13.3	166	147	30
1	13.3	187	118	176
1	13.3	55	118	126
1	13.3	81	155	59
1	13.3	182	32	28
1	13.3	12	49	164
1	13.3	43	20	119
1	13.3	57	17	126
1	13.3	177	107	145
1	13.3	140	46	183
1	13.3	27	43	188
1	13.3	33	118	103
1	13.3	146	161	183
1	13.3	86	109	194
1	13.3	101	69	136
1	13.3	87	39	172
1	13.3	105	122	52
1	13.3	86	12	109
1	13.3	48	32	130
1	13.3	103	122	54
1	13.3	123	55	173
1	13.3	30	116	97
1	13.3	88	153	181
1	13.3	177	73	122
1	13.3	160	63	70
1	13.3	111	139	64
1	13.3	176	33	131
1	13.3	147	180	109
1	13.3	96	2	86
1	13.3	194	157	77
1	13.3	68	54	112
1	13.3	13	100	170
1	13.3	70	82	168
1	13.3	142	9	92
1	13.3	85	135	166
1	13.3	160	191	81
1	13.3	178	133	16
1	13.3	153	84	60
1	13.3	147	57	62
1	13.3	45	128	99
1	13.3	74	177	12
1	13.3	58	166	159
1	13.3	145	50	114
1	13.3	81	32	63
1	13.3	145	86	9
1	13.3	6	191	31
1	13.3	164	26	100
1	13.3	4	147	184
1	13.3	84	174	166
1	13.3	147	190	71
1	13.3	84	40	161
1	13.3	110	70	16
1	13.3	145	45	125
1	13.3	133	40	35
1	13.3	3	189	53
1	13.3	116	103	161
1	13.3	57	151	54
1	13.3	181	67	86
1	13.3	11	142	86
1	13.3	50	6	44
1	13.3	21	144	31
1	13.3	72	47	63
1	13.3	64	41	72
1	13.3	74	74	15
1	13.3	110	57	34
1	13.3	20	49	65
1	13.3	154	185	179
1	13.3	82	174	156
1	13.3	147	148	55
1	13.3	35	103	110
1	13.3	75	140	104
1	13.3	157	57	40
1	13.3	70	9	166
1	13.3	33	162	61
1	13.3	195	189	24
1	13.3	90	78	168
1	13.3	142	72	11
1	13.3	148	74	103
1	13.3	33	56	34
1	13.3	152	104	170
1	13.3	132	135	133
1	13.3	181	10	110
1	13.3	38	3	165
1	13.3	177	148	4
1	13.3	148	80	6
1	13.3	82	83	155
1	13.3	53	25	15
1	13.3	118	41	37
1	13.3	108	92	6
1	13.3	70	86	133
1	13.3	44	90	8
1	13.3	28	115	172
1	13.3	81	88	91
1	13.3	65	65	192
1	13.3	32	36	158
1	13.3	194	22	159
1	13.3	133	85	183
1	13.3	48	147	165
1	13.3	163	136	70
1	13.3	173	140	174
1	13.3	105	81	27
1	13.3	188	126	103
1	13.3	103	106	132
1	13.3	180	156	17
1	13.3	24	33	162
1	13.3	134	194	5
1	13.3	156	153	10
1	13.3	194	25	95
1	13.3	89	31	193
1	13.3	11	90	143
1	13.3	159	139	55
1	13.3	193	56	196
1	13.3	66	107	29
1	13.3	175	47	172
1	13.3	99	74	173
1	13.3	29	193	124
1	13.3	45	140	183
1	13.3	93	5	65
1	13.3	160	100	8
1	13.3	10	3	51
1	13.3	184	49	161
1	13.3	118	169	3
1	13.3	129	104	24
1	13.3	106	87	167
1	13.3	142	4	83
1	13.3	27	193	82
1	13.3	168	186	50
1	13.3	44	85	82
1	13.3	58	119	69
1	13.3	81	132	129
1	13.3	26	66	83
1	13.3	141	126	67
1	13.3	50	121	38
1	13.3	22	68	104
1	13.3	91	128	53
1	13.3	48	59	95
1	13.3	7	44	37
1	13.3	142	32	96
1	13.3	169	10	66
1	13.3	152	27	103
1	13.3	183	78	32
1	13.3	103	4	79
1	13.3	185	90	3
1	13.3	58	151	86
1	13.3	43	88	103
1	13.3	160	21	151
1	13.3	17	46	38
1	13.3	96	17	24
1	13.3	41	165	38
1	13.3	147	8	133
1	13.3	194	129	195
1	13.3	96	22	13
1	13.3	183	21	71
1	13.3	39	111	49
1	13.3	40	143	124
1	13.3	84	3	130
1	13.3	36	127	107
1	13.3	50	162	35
1	13.3	109	138	55
1	13.3	59	145	95
1	13.3	39	190	80
1	13.3	150	41	15
1	13.3	108	187	141
1	13.3	131	154	159
1	13.3	147	194	50
1	13.3	115	92	62
1	13.3	68	22	5
1	13.3	195	121	12
1	13.3	174	117	36
1	13.3	166	75	44
1	13.3	166	127	179
1	13.3	91	186	52
1	13.3	118	148	167
1	13.3	89	165	10
1	13.3	68	69	95
1	13.3	185	63	168
1	13.3	171	90	63
1	13.3	144	92	99
1	13.3	94	84	110
1	13.3	141	185	105
1	13.3	30	136	135
1	13.3	149	54	18
1	13.3	16	5	18
1	13.3	167	146	132
1	13.3	161	131	84
1	13.3	63	107	132
1	13.3	186	148	147
1	13.3	35	144	10
1	13.3	130	71	100
1	13.3	131	152	194
1	13.3	8	51	91
1	13.3	158	118	33
1	13.3	41	68	141
1	13.3	24	119	48
1	13.3	164	74	93
1	13.3	51	58	172
1	13.3	66	190	9
1	13.3	46	6	80
1	13.3	107	186	33
1	13.3	6	39	92
1	13.3	42	32	31
1	13.3	107	157	97
1	13.3	164	171	51
1	13.3	101	6	46
1	13.3	197	177	29
1	13.3	177	56	138
1	13.3	78	163	124
1	13.3	97	173	172
1	13.3	169	16	57
1	13.3	113	139	87
1	13.3	176	23	185
1	13.3	162	172	147
1	13.3	195	186	23
1	13.3	182	133	68
1	13.3	40	87	44
1	13.3	156	151	68
1	13.3	165	174	53
1	13.3	123	40	56
1	13.3	81	56	164
1	13.3	188	144	76
1	13.3	20	159	111
1	13.3	23	48	46
1	13.3	83	188	164
1	13.3	135	39	19
1	13.3	43	146	146
1	13.3	168	74	126
1	13.3	166	164	168
1	13.3	163	62	39
1	13.3	71	23	87
1	13.3	35	114	45
1	13.3	22	132	22
1	13.3	134	187	18
1	13.3	71	7	49
1	13.3	64	45	70
1	13.3	86	148	7
1	13.3	185	143	123
1	13.3	56	158	166
1	13.3	10	185	35
1	13.3	62	92	14
1	13.3	48	149	164
1	13.3	137	113	87
1	13.3	23	91	40
1	13.3	154	111	70
1	13.3	46	43	78
1	13.3	92	7	174
1	13.3	4	13	130
1	13.3	25	194	11
1	13.3	32	54	175
1	13.3	66	113	99
1	13.3	49	107	13
1	13.3	173	103	80
1	13.3	167	5	119
1	13.3	134	148	21
1	13.3	27	46	83
1	13.3	30	24	187
1	13.3	67	55	20
1	13.3	97	40	160
1	13.3	67	165	166
1	13.3	130	162	95
1	13.3	45	11	150
1	13.3	192	68	136
1	13.3	191	160	65
1	13.3	20	42	79
1	13.3	47	3	9
1	13.3	178	133	52
1	13.3	109	143	180
1	13.3	186	152	8
1	13.3	30	150	67
1	13.3	79	133	57
1	13.3	108	160	156
1	13.3	153	75	109
1	13.3	72	88	12
1	13.3	61	108	6
1	13.3	19	163	2
1	13.3	140	13	7
1	13.3	71	163	55
1	13.3	92	99	176
1	13.3	174	43	71
