Cluster Index	Value	x	y	z	
1	15	115	177	148
1	15	54	138	49
1	15	176	123	100
1	15	132	28	111
1	14.9	35	55	123
1	14.9	107	6	11
1	14.9	122	82	163
1	14.9	21	195	147
1	14.9	8	156	38
1	14.9	166	30	120
1	14.9	102	61	53
1	14.9	58	27	88
1	14.9	87	14	60
1	14.9	169	190	61
1	14.9	40	82	123
1	14.9	120	78	107
1	14.9	32	76	38
1	14.9	120	148	128
1	14.9	96	86	7
1	14.9	75	173	21
1	14.9	167	115	28
1	14.9	57	171	50
1	14.9	162	43	107
1	14.9	26	123	190
1	14.9	52	57	56
1	14.9	9	32	154
1	14.9	186	122	41
1	14.9	116	43	139
1	14.9	145	156	58
1	14.9	134	167	90
1	14.9	190	175	7
1	14.9	186	14	50
1	14.9	47	97	146
1	14.9	63	64	87
1	14.9	59	81	18
1	14.9	75	56	139
1	14.9	79	120	140
1	14.9	54	66	17
1	14.9	146	60	33
1	14.9	80	187	10
1	14.9	41	59	10
1	14.9	95	79	103
1	14.9	121	120	104
1	14.9	178	8	47
1	14.9	157	136	136
1	14.9	87	124	162
1	14.9	138	158	45
1	14.9	33	39	145
1	14.9	53	72	49
1	14.9	46	69	177
1	14.9	119	147	117
1	14.9	77	137	141
1	14.9	33	43	20
1	14.9	133	88	137
1	14.9	51	89	20
1	14.9	141	50	81
1	14.9	13	59	87
1	14.9	61	170	139
1	14.9	196	183	128
1	14.9	64	121	119
1	14.9	41	137	134
1	14.9	111	132	33
1	14.9	187	141	110
1	14.9	190	126	45
1	14.9	34	194	141
1	14.9	91	108	70
1	14.9	169	73	64
1	14.9	58	94	75
1	14.9	181	114	165
1	14.9	48	23	163
1	14.9	127	160	172
1	14.9	113	138	38
1	14.9	5	69	35
1	14.9	159	109	163
1	14.9	15	30	179
1	14.9	72	125	53
1	14.9	34	4	72
1	14.9	178	144	164
1	14.9	47	12	138
1	14.9	86	128	13
1	14.9	29	187	14
1	14.9	145	189	107
1	14.9	140	190	60
1	14.9	57	178	14
1	14.9	132	50	123
1	14.9	59	170	37
1	14.9	116	3	195
1	14.9	29	113	182
1	14.9	17	171	45
1	14.9	71	96	104
1	14.9	41	18	174
1	14.9	10	159	98
1	14.9	78	106	91
1	14.9	190	119	138
1	14.9	124	163	130
1	14.9	149	156	157
1	14.9	10	91	31
1	14.9	162	26	64
1	14.9	74	169	82
1	14.9	6	177	39
1	14.9	129	5	81
1	14.9	125	46	172
1	14.9	73	9	4
1	14.9	33	81	122
1	14.9	184	112	83
1	14.9	6	40	161
1	14.9	191	86	98
1	14.9	108	50	52
1	14.9	69	143	15
1	14.9	134	133	117
1	14.9	121	82	165
1	14.9	162	55	65
1	14.9	9	59	61
1	14.9	188	155	107
1	14.9	194	188	157
1	14.9	175	159	147
1	14.9	118	30	51
1	14.9	134	82	195
1	14.9	14	155	47
1	14.9	106	90	118
1	14.9	169	49	180
1	14.9	96	143	55
1	14.9	67	188	151
1	14.9	129	97	168
1	14.9	4	70	53
1	14.9	18	45	45
1	14.9	187	46	20
1	14.9	119	12	127
1	14.9	121	10	17
1	14.9	96	89	23
1	14.9	60	137	38
1	14.9	61	39	51
1	14.9	97	28	195
1	14.9	43	38	101
1	14.9	72	173	20
1	14.9	161	185	89
1	14.9	118	175	134
1	14.9	18	142	150
1	14.9	19	142	148
1	14.9	71	44	88
1	14.9	80	109	48
1	14.9	44	153	169
1	14.9	91	157	24
1	14.9	89	161	68
1	14.9	101	112	8
1	14.9	15	189	66
1	14.9	74	51	25
1	14.9	103	10	76
1	14.9	163	57	142
1	14.9	142	149	37
1	14.9	15	110	4
1	14.9	195	192	143
1	14.9	61	33	95
1	14.9	5	80	16
1	14.9	25	4	147
1	14.9	170	8	40
1	14.9	152	79	173
1	14.9	18	97	176
1	14.9	125	96	119
1	14.9	191	108	154
1	14.9	27	65	91
1	14.9	38	24	26
1	14.9	101	111	16
1	14.9	157	94	65
1	14.9	68	175	161
1	14.9	137	149	84
1	14.9	121	28	78
1	14.9	8	188	98
1	14.9	171	46	30
1	14.9	8	6	116
1	14.9	128	10	156
1	14.9	182	84	17
1	14.9	171	64	96
1	14.9	116	10	149
1	14.9	131	162	3
1	14.9	150	59	161
1	14.9	189	112	67
1	14.9	148	137	185
1	14.9	127	55	195
1	14.9	90	75	68
1	14.9	179	65	13
1	14.9	173	135	137
1	14.9	76	129	114
1	14.9	103	50	126
1	14.9	182	159	164
1	14.9	118	6	169
1	14.9	97	196	92
1	14.9	172	144	127
1	14.9	33	117	64
1	14.9	94	192	91
1	14.9	3	101	46
1	14.9	128	78	38
1	14.9	135	36	22
1	14.9	177	102	13
1	14.9	31	128	100
1	14.9	67	130	51
1	14.9	83	186	147
1	14.9	133	164	43
1	14.9	182	5	183
1	14.9	4	176	79
1	14.9	20	116	176
1	14.9	21	185	170
1	14.9	69	96	105
1	14.9	17	32	26
1	14.9	138	112	115
1	14.9	186	113	152
1	14.9	189	145	189
1	14.9	9	108	138
1	14.9	161	169	21
1	14.9	177	158	6
1	14.9	14	193	67
1	14.9	51	170	23
1	14.9	120	51	107
1	14.9	40	136	105
1	14.9	126	169	133
1	14.9	38	21	104
1	14.9	38	178	56
1	14.8	81	66	56
1	14.8	147	140	52
1	14.8	122	42	123
1	14.8	168	116	147
1	14.8	128	17	170
1	14.8	153	37	123
1	14.8	79	57	126
1	14.8	88	171	123
1	14.8	94	26	108
1	14.8	65	100	121
1	14.8	102	17	34
1	14.8	52	115	159
1	14.8	22	51	106
1	14.8	72	176	27
1	14.8	139	190	103
1	14.8	189	153	72
1	14.8	64	46	175
1	14.8	111	56	55
1	14.8	172	116	142
1	14.8	195	90	66
1	14.8	157	23	97
1	14.8	22	26	164
1	14.8	6	181	65
1	14.8	27	71	19
1	14.8	126	178	119
1	14.8	157	152	148
1	14.8	104	137	22
1	14.8	133	136	48
1	14.8	19	41	40
1	14.8	97	7	135
1	14.8	86	45	169
1	14.8	20	5	14
1	14.8	44	56	21
1	14.8	104	123	124
1	14.8	79	70	43
1	14.8	177	132	145
1	14.8	52	22	21
1	14.8	42	183	24
1	14.8	171	109	144
1	14.8	143	194	185
1	14.8	93	104	181
1	14.8	27	37	142
1	14.8	92	176	40
1	14.8	61	193	137
1	14.8	79	65	13
1	14.8	58	81	40
1	14.8	108	97	162
1	14.8	76	4	141
1	14.8	146	172	109
1	14.8	167	35	97
1	14.8	190	147	163
1	14.8	120	183	75
1	14.8	137	158	119
1	14.8	8	67	50
1	14.8	27	52	68
1	14.8	6	179	65
1	14.8	155	38	124
1	14.8	34	84	171
1	14.8	116	100	178
1	14.8	102	25	85
1	14.8	53	55	5
1	14.8	117	149	133
1	14.8	58	164	129
1	14.8	138	123	141
1	14.8	28	171	49
1	14.8	73	38	116
1	14.8	182	9	151
1	14.8	139	27	21
1	14.8	136	39	136
1	14.8	100	149	80
1	14.8	25	98	29
1	14.8	90	94	27
1	14.8	46	120	150
1	14.8	101	24	78
1	14.8	162	195	51
1	14.8	170	185	187
1	14.8	137	118	57
1	14.8	154	194	104
1	14.8	86	50	183
1	14.8	107	50	103
1	14.8	61	97	114
1	14.8	39	45	122
1	14.8	29	180	77
1	14.8	120	190	195
1	14.8	194	152	132
1	14.8	22	42	55
1	14.8	174	172	72
1	14.8	13	14	49
1	14.8	173	147	174
1	14.8	183	170	59
1	14.8	66	112	68
1	14.8	141	70	16
1	14.8	66	13	144
1	14.8	31	131	98
1	14.8	88	31	167
1	14.8	174	43	150
1	14.8	156	128	4
1	14.8	16	190	151
1	14.8	186	131	74
1	14.8	26	68	142
1	14.8	132	182	37
1	14.8	81	38	90
1	14.8	74	92	161
1	14.8	76	56	39
1	14.8	85	52	144
1	14.8	56	40	91
1	14.8	43	26	145
1	14.8	11	38	142
1	14.8	136	35	20
1	14.8	119	115	7
1	14.8	147	126	28
1	14.8	79	29	17
1	14.8	154	79	174
1	14.8	63	182	129
1	14.8	167	101	48
1	14.8	191	190	79
1	14.8	57	160	58
1	14.8	157	116	196
1	14.8	125	162	44
1	14.8	19	140	101
1	14.8	53	191	128
1	14.8	89	59	106
1	14.8	83	21	196
1	14.8	35	122	175
1	14.8	146	129	102
1	14.8	189	77	135
1	14.8	120	56	33
1	14.8	154	142	170
1	14.8	131	19	143
1	14.8	157	3	114
1	14.8	3	110	81
1	14.8	125	115	81
1	14.8	172	161	125
1	14.8	164	93	157
1	14.8	190	80	65
1	14.8	131	93	83
1	14.8	174	69	78
1	14.8	7	93	177
1	14.8	37	181	179
1	14.8	107	8	89
1	14.8	170	38	165
1	14.8	104	159	109
1	14.8	164	81	133
1	14.8	170	188	184
1	14.8	12	83	114
1	14.8	189	102	81
1	14.8	195	178	73
1	14.8	140	5	162
1	14.8	134	107	102
1	14.8	156	139	195
1	14.8	165	79	78
1	14.8	45	45	120
1	14.8	100	108	125
1	14.8	122	174	17
1	14.8	194	155	106
1	14.8	48	159	78
1	14.8	193	24	148
1	14.8	119	61	11
1	14.8	89	94	64
1	14.8	90	189	122
1	14.8	164	67	156
1	14.8	9	40	62
1	14.8	114	70	109
1	14.8	162	95	41
1	14.8	16	191	118
1	14.8	160	145	11
1	14.8	167	113	90
1	14.8	134	92	39
1	14.8	193	5	179
1	14.8	88	124	60
1	14.8	110	37	116
1	14.8	116	128	63
1	14.8	114	123	145
1	14.8	154	169	41
1	14.8	56	161	178
1	14.8	169	44	83
1	14.8	109	159	46
1	14.8	26	4	10
1	14.8	137	171	129
1	14.8	185	29	140
1	14.8	9	192	76
1	14.8	103	29	23
1	14.8	182	126	38
1	14.8	21	174	88
1	14.8	193	74	10
1	14.8	118	169	45
1	14.8	76	52	28
1	14.8	23	3	68
1	14.8	70	153	82
1	14.8	86	71	25
1	14.8	104	175	27
1	14.8	157	90	130
1	14.8	135	112	56
1	14.8	23	109	18
1	14.8	147	143	89
1	14.8	62	164	97
1	14.8	6	111	72
1	14.8	147	114	112
1	14.8	27	52	117
1	14.8	33	179	94
1	14.8	152	98	189
1	14.8	181	18	88
1	14.8	84	22	165
1	14.8	24	156	82
1	14.8	138	117	100
1	14.8	138	50	20
1	14.8	150	60	80
1	14.8	178	72	78
1	14.8	132	166	30
1	14.8	102	35	51
1	14.8	7	97	62
1	14.8	195	166	116
1	14.8	65	159	74
1	14.8	6	23	42
1	14.8	112	133	13
1	14.8	56	43	90
1	14.8	77	177	106
1	14.8	16	74	103
1	14.8	79	145	133
1	14.7	16	194	68
1	14.7	14	167	170
1	14.7	46	115	105
1	14.7	74	115	156
1	14.7	157	32	46
1	14.7	134	103	79
1	14.7	151	20	7
1	14.7	179	33	53
1	14.7	30	185	140
1	14.7	127	32	44
1	14.7	149	114	111
1	14.7	12	57	5
1	14.7	102	88	120
1	14.7	188	133	132
1	14.7	156	76	154
1	14.7	47	169	101
1	14.7	119	24	30
1	14.7	163	17	181
1	14.7	100	133	108
1	14.7	51	160	196
1	14.7	49	43	123
1	14.7	195	174	151
1	14.7	63	4	40
1	14.7	114	194	23
1	14.7	169	5	99
1	14.7	62	62	103
1	14.7	134	57	41
1	14.7	9	33	174
1	14.7	124	155	64
1	14.7	164	186	41
1	14.7	141	93	154
1	14.7	129	102	114
1	14.7	43	186	8
1	14.7	101	21	144
1	14.7	38	168	103
1	14.7	98	78	186
1	14.7	85	68	101
1	14.7	146	106	85
1	14.7	102	130	60
1	14.7	151	18	183
1	14.7	5	171	92
1	14.7	107	76	124
1	14.7	60	122	117
1	14.7	78	29	130
1	14.7	162	47	30
1	14.7	47	83	40
1	14.7	29	106	41
1	14.7	18	171	41
1	14.7	119	74	102
1	14.7	25	189	154
1	14.7	83	157	35
1	14.7	78	84	166
1	14.7	57	41	86
1	14.7	187	40	91
1	14.7	151	139	178
1	14.7	67	118	40
1	14.7	23	81	122
1	14.7	102	33	82
1	14.7	52	40	39
1	14.7	138	184	195
1	14.7	69	143	167
1	14.7	108	104	146
1	14.7	157	97	10
1	14.7	162	70	136
1	14.7	64	179	19
1	14.7	24	22	53
1	14.7	57	120	135
1	14.7	152	156	103
1	14.7	192	67	91
1	14.7	195	20	170
1	14.7	150	82	169
1	14.7	104	60	70
1	14.7	130	54	191
1	14.7	79	25	117
1	14.7	95	192	173
1	14.7	129	98	156
1	14.7	127	75	142
1	14.7	195	36	78
1	14.7	75	63	72
1	14.7	7	38	187
1	14.7	136	131	9
1	14.7	89	110	69
1	14.7	66	36	42
1	14.7	27	100	82
1	14.7	116	56	103
1	14.7	157	42	81
1	14.7	81	32	14
1	14.7	119	52	27
1	14.7	49	110	10
1	14.7	24	47	101
1	14.7	67	123	52
1	14.7	15	170	145
1	14.7	86	27	116
1	14.7	186	4	55
1	14.7	117	117	62
1	14.7	38	10	56
1	14.7	91	38	47
1	14.7	134	87	40
1	14.7	62	42	81
1	14.7	28	88	103
1	14.7	166	164	112
1	14.7	27	96	101
1	14.7	63	111	81
1	14.7	32	119	75
1	14.7	62	138	188
1	14.7	55	113	158
1	14.7	113	69	143
1	14.7	100	109	106
1	14.7	62	79	4
1	14.7	105	109	146
1	14.7	46	175	34
1	14.7	95	5	57
1	14.7	166	150	120
1	14.7	30	24	137
1	14.7	68	112	52
1	14.7	175	66	86
1	14.7	171	156	181
1	14.7	121	89	119
1	14.7	98	96	164
1	14.7	172	49	150
1	14.7	92	152	130
1	14.7	144	81	139
1	14.7	92	93	197
1	14.7	114	92	169
1	14.7	61	146	100
1	14.7	155	125	136
1	14.7	101	62	82
1	14.7	186	11	140
1	14.7	140	178	154
1	14.7	154	100	101
1	14.7	182	190	87
1	14.7	178	102	60
1	14.7	87	19	154
1	14.7	34	183	183
1	14.7	75	97	78
1	14.7	93	2	126
1	14.7	8	83	36
1	14.7	10	101	96
1	14.7	128	104	8
1	14.7	187	92	185
1	14.7	85	34	9
1	14.7	63	8	141
1	14.7	120	31	109
1	14.7	137	145	150
1	14.7	120	74	150
1	14.7	18	144	44
1	14.7	183	181	98
1	14.7	165	186	164
1	14.7	155	61	37
1	14.7	80	178	157
1	14.7	11	72	60
1	14.7	166	15	99
1	14.7	66	116	123
1	14.7	118	190	101
1	14.7	101	95	194
1	14.7	175	8	162
1	14.7	22	126	4
1	14.7	84	100	102
1	14.7	105	39	137
1	14.7	91	26	61
1	14.7	164	8	111
1	14.7	11	148	116
1	14.7	89	152	76
1	14.7	99	80	141
1	14.7	184	7	106
1	14.7	151	102	117
1	14.7	110	92	150
1	14.7	150	4	127
1	14.7	63	31	118
1	14.7	137	164	134
1	14.7	139	125	187
1	14.7	169	115	15
1	14.7	4	30	22
1	14.7	151	95	75
1	14.7	145	141	51
1	14.7	148	79	13
1	14.7	134	116	69
1	14.7	118	38	186
1	14.7	95	157	74
1	14.7	4	14	6
1	14.7	6	160	78
1	14.7	28	14	192
1	14.7	10	130	101
1	14.7	35	150	176
1	14.7	46	115	62
1	14.7	35	83	46
1	14.7	134	127	154
1	14.7	144	137	58
1	14.7	177	71	49
1	14.7	132	111	56
1	14.7	45	66	103
1	14.7	31	101	128
1	14.7	143	143	164
1	14.7	119	130	73
1	14.7	86	149	161
1	14.7	129	37	126
1	14.7	21	108	46
1	14.7	89	163	35
1	14.7	168	188	145
1	14.7	38	150	150
1	14.7	163	177	15
1	14.7	16	148	76
1	14.7	174	151	84
1	14.7	34	31	35
1	14.7	90	105	104
1	14.7	51	86	36
1	14.7	45	156	15
1	14.7	64	136	160
1	14.7	166	74	66
1	14.7	90	128	89
1	14.7	53	110	194
1	14.7	169	68	38
1	14.7	91	130	133
1	14.7	149	67	196
1	14.7	173	12	103
1	14.7	141	122	119
1	14.7	116	127	99
1	14.7	73	197	96
1	14.7	63	157	138
1	14.7	86	54	160
1	14.7	36	62	115
1	14.7	83	176	61
1	14.7	62	71	178
1	14.7	128	156	4
1	14.6	179	148	98
1	14.6	183	39	19
1	14.6	22	72	35
1	14.6	59	139	122
1	14.6	8	82	38
1	14.6	177	27	18
1	14.6	61	120	76
1	14.6	36	27	36
1	14.6	95	139	132
1	14.6	192	60	183
1	14.6	86	185	35
1	14.6	170	162	104
1	14.6	57	60	100
1	14.6	146	164	159
1	14.6	44	48	108
1	14.6	20	159	34
1	14.6	192	106	157
1	14.6	167	81	127
1	14.6	29	102	5
1	14.6	40	22	128
1	14.6	98	39	53
1	14.6	57	84	51
1	14.6	19	82	17
1	14.6	14	152	44
1	14.6	109	84	28
1	14.6	160	33	113
1	14.6	105	10	3
1	14.6	44	109	190
1	14.6	184	71	40
1	14.6	128	80	123
1	14.6	99	25	136
1	14.6	95	166	123
1	14.6	25	176	65
1	14.6	121	177	10
1	14.6	180	63	163
1	14.6	132	114	5
1	14.6	29	8	173
1	14.6	75	107	35
1	14.6	5	81	150
1	14.6	176	87	180
1	14.6	139	128	135
1	14.6	12	136	154
1	14.6	170	39	151
1	14.6	162	30	85
1	14.6	107	61	110
1	14.6	95	146	87
1	14.6	112	182	157
1	14.6	59	59	77
1	14.6	53	34	196
1	14.6	4	120	140
1	14.6	65	80	163
1	14.6	14	179	89
1	14.6	70	124	108
1	14.6	160	22	84
1	14.6	111	182	69
1	14.6	121	29	12
1	14.6	71	185	145
1	14.6	60	116	102
1	14.6	40	152	150
1	14.6	54	196	156
1	14.6	37	11	58
1	14.6	172	196	59
1	14.6	37	29	111
1	14.6	157	78	39
1	14.6	36	37	153
1	14.6	9	94	85
1	14.6	130	41	66
1	14.6	67	42	106
1	14.6	19	152	145
1	14.6	194	81	38
1	14.6	106	183	38
1	14.6	14	166	130
1	14.6	31	50	69
1	14.6	7	75	159
1	14.6	181	43	4
1	14.6	128	79	111
1	14.6	5	69	149
1	14.6	78	39	87
1	14.6	180	135	14
1	14.6	129	70	108
1	14.6	153	47	115
1	14.6	12	115	37
1	14.6	35	45	180
1	14.6	194	85	165
1	14.6	29	163	162
1	14.6	69	91	23
1	14.6	132	28	27
1	14.6	32	76	136
1	14.6	37	14	152
1	14.6	196	85	154
1	14.6	92	5	70
1	14.6	70	11	68
1	14.6	159	75	105
1	14.6	147	17	186
1	14.6	81	93	150
1	14.6	67	115	168
1	14.6	63	42	196
1	14.6	88	94	136
1	14.6	171	5	166
1	14.6	43	6	171
1	14.6	169	21	110
1	14.6	187	162	116
1	14.6	40	116	64
1	14.6	90	177	169
1	14.6	188	64	145
1	14.6	46	166	54
1	14.6	123	107	196
1	14.6	102	116	94
1	14.6	171	95	120
1	14.6	67	70	143
1	14.6	78	107	149
1	14.6	190	148	45
1	14.6	102	107	38
1	14.6	156	163	80
1	14.6	149	163	63
1	14.6	84	149	54
1	14.6	38	141	164
1	14.6	115	138	93
1	14.6	73	166	190
1	14.6	17	67	136
1	14.6	117	21	145
1	14.6	110	57	10
1	14.6	67	166	31
1	14.6	65	107	58
1	14.6	107	189	42
1	14.6	191	95	142
1	14.6	111	63	93
1	14.6	23	110	74
1	14.6	105	6	145
1	14.6	140	22	133
1	14.6	92	154	22
1	14.6	42	48	17
1	14.6	54	7	17
1	14.6	150	27	183
1	14.6	155	180	152
1	14.6	110	135	63
1	14.6	85	152	193
1	14.6	26	132	66
1	14.6	75	159	114
1	14.6	110	156	9
1	14.6	144	132	66
1	14.6	8	52	26
1	14.6	53	20	160
1	14.6	162	17	16
1	14.6	49	116	75
1	14.6	113	51	130
1	14.6	188	17	185
1	14.6	108	115	126
1	14.6	141	60	41
1	14.6	31	115	70
1	14.6	70	138	55
1	14.6	133	99	134
1	14.6	160	57	115
1	14.6	59	7	13
1	14.6	158	11	138
1	14.6	31	13	10
1	14.6	48	163	154
1	14.6	157	106	115
1	14.6	83	11	58
1	14.6	53	167	129
1	14.6	79	193	26
1	14.6	97	94	137
1	14.6	94	82	146
1	14.6	127	118	174
1	14.6	172	155	160
1	14.6	95	49	136
1	14.6	160	136	15
1	14.6	142	48	162
1	14.6	26	32	59
1	14.6	6	104	108
1	14.6	15	83	114
1	14.6	143	89	71
1	14.6	69	109	159
1	14.6	53	123	28
1	14.6	119	127	103
1	14.6	163	54	137
1	14.6	131	124	146
1	14.6	180	42	186
1	14.6	122	92	37
1	14.6	10	186	149
1	14.6	32	68	80
1	14.6	70	16	120
1	14.6	153	10	45
1	14.6	100	88	4
1	14.6	144	62	45
1	14.6	147	58	109
1	14.6	177	37	167
1	14.6	71	173	52
1	14.6	95	51	73
1	14.6	141	125	186
1	14.6	88	161	18
1	14.6	154	88	167
1	14.6	101	175	188
1	14.6	152	9	5
1	14.6	14	26	187
1	14.6	115	42	146
1	14.6	51	42	52
1	14.6	125	171	90
1	14.6	67	164	30
1	14.6	183	195	52
1	14.6	9	51	110
1	14.6	120	68	11
1	14.6	143	59	194
1	14.6	151	141	42
1	14.6	108	188	170
1	14.6	67	92	22
1	14.6	74	89	30
1	14.6	70	84	183
1	14.6	139	168	130
1	14.6	99	147	7
1	14.6	182	195	98
1	14.6	61	139	182
1	14.6	103	96	192
1	14.6	87	83	30
1	14.6	125	100	179
1	14.6	94	56	15
1	14.6	157	167	177
1	14.6	56	40	126
1	14.6	124	86	187
1	14.6	127	188	141
1	14.6	149	195	129
1	14.6	162	92	52
1	14.6	190	135	137
1	14.6	96	91	39
1	14.6	16	10	67
1	14.6	51	104	106
1	14.6	53	164	69
1	14.6	93	5	139
1	14.6	183	111	98
1	14.6	60	109	81
1	14.6	164	86	18
1	14.6	43	31	152
1	14.6	148	29	40
1	14.6	19	26	39
1	14.6	124	32	107
1	14.6	175	17	4
1	14.6	54	76	52
1	14.6	36	63	35
1	14.6	177	76	186
1	14.6	186	36	88
1	14.6	173	183	71
1	14.6	98	114	93
1	14.6	4	116	22
1	14.6	186	103	169
1	14.6	194	76	93
1	14.6	66	141	188
1	14.6	112	58	96
1	14.6	15	57	162
1	14.6	78	136	194
1	14.6	182	21	117
1	14.5	101	125	106
1	14.5	11	172	32
1	14.5	33	169	60
1	14.5	107	125	106
1	14.5	11	92	16
1	14.5	91	148	66
1	14.5	188	31	59
1	14.5	115	191	29
1	14.5	151	188	195
1	14.5	159	165	135
1	14.5	124	139	139
1	14.5	28	103	90
1	14.5	81	181	6
1	14.5	96	133	36
1	14.5	152	93	178
1	14.5	157	59	197
1	14.5	49	7	19
1	14.5	89	171	160
1	14.5	51	157	8
1	14.5	116	88	118
1	14.5	18	124	65
1	14.5	42	58	179
1	14.5	108	99	8
1	14.5	92	39	18
1	14.5	19	107	21
1	14.5	54	50	81
1	14.5	24	133	191
1	14.5	18	130	110
1	14.5	6	170	125
1	14.5	42	101	88
1	14.5	176	48	178
1	14.5	88	126	131
1	14.5	99	40	184
1	14.5	46	5	139
1	14.5	34	153	179
1	14.5	182	63	54
1	14.5	3	178	5
1	14.5	17	41	153
1	14.5	101	187	97
1	14.5	131	68	143
1	14.5	148	97	17
1	14.5	25	42	69
1	14.5	85	87	169
1	14.5	110	17	146
1	14.5	89	68	16
1	14.5	12	159	18
1	14.5	181	91	153
1	14.5	153	6	121
1	14.5	72	158	145
1	14.5	98	195	109
1	14.5	144	126	136
1	14.5	30	189	60
1	14.5	83	113	54
1	14.5	89	54	129
1	14.5	85	121	85
1	14.5	41	24	187
1	14.5	11	183	52
1	14.5	86	110	85
1	14.5	181	143	73
1	14.5	88	159	49
1	14.5	172	69	187
1	14.5	70	62	185
1	14.5	60	110	118
1	14.5	18	119	177
1	14.5	171	103	10
1	14.5	68	144	164
1	14.5	25	116	64
1	14.5	82	147	99
1	14.5	27	116	125
1	14.5	137	142	93
1	14.5	91	23	152
1	14.5	145	19	21
1	14.5	49	32	62
1	14.5	149	30	97
1	14.5	74	149	3
1	14.5	112	68	77
1	14.5	62	119	194
1	14.5	162	128	53
1	14.5	120	6	138
1	14.5	117	41	144
1	14.5	63	189	33
1	14.5	55	168	128
1	14.5	70	8	70
1	14.5	187	10	38
1	14.5	146	112	47
1	14.5	122	95	120
1	14.5	81	32	42
1	14.5	94	118	178
1	14.5	163	82	117
1	14.5	185	144	141
1	14.5	178	72	15
1	14.5	26	68	127
1	14.5	41	118	135
1	14.5	76	108	122
1	14.5	176	119	75
1	14.5	141	157	18
1	14.5	165	169	94
1	14.5	168	194	183
1	14.5	9	11	72
1	14.5	38	33	58
1	14.5	184	123	166
1	14.5	138	189	150
1	14.5	39	50	185
1	14.5	80	116	131
1	14.5	187	123	186
1	14.5	133	96	36
1	14.5	193	162	50
1	14.5	78	164	38
1	14.5	108	163	50
1	14.5	123	178	70
1	14.5	20	118	125
1	14.5	36	69	163
1	14.5	21	194	47
1	14.5	41	93	53
1	14.5	139	59	190
1	14.5	185	61	150
1	14.5	68	168	143
1	14.5	37	16	31
1	14.5	134	110	121
1	14.5	128	26	57
1	14.5	76	192	90
1	14.5	179	40	4
1	14.5	11	114	163
1	14.5	19	96	48
1	14.5	143	50	175
1	14.5	148	163	101
1	14.5	163	143	142
1	14.5	5	186	136
1	14.5	64	121	47
1	14.5	147	85	122
1	14.5	152	26	167
1	14.5	191	50	13
1	14.5	161	48	90
1	14.5	4	57	112
1	14.5	86	133	141
1	14.5	54	101	74
1	14.5	56	58	103
1	14.5	102	108	128
1	14.5	33	79	139
1	14.5	114	8	107
1	14.5	121	54	76
1	14.5	128	168	189
1	14.5	69	172	196
1	14.5	131	13	108
1	14.5	177	107	83
1	14.5	123	102	12
1	14.5	15	45	140
1	14.5	59	7	60
1	14.5	144	122	179
1	14.5	177	166	180
1	14.5	107	122	167
1	14.5	178	148	194
1	14.5	61	76	166
1	14.5	142	188	175
1	14.5	39	188	52
1	14.5	82	88	31
1	14.5	67	79	68
1	14.5	156	145	101
1	14.5	23	69	196
1	14.5	169	181	85
1	14.5	16	190	126
1	14.5	25	193	58
1	14.5	150	92	140
1	14.5	124	61	14
1	14.5	34	155	49
1	14.5	65	53	78
1	14.5	192	111	94
1	14.5	152	129	124
1	14.5	72	196	83
1	14.5	65	30	115
1	14.5	2	54	137
1	14.5	73	92	120
1	14.5	185	37	68
1	14.5	154	95	67
1	14.5	126	184	55
1	14.5	114	65	125
1	14.5	59	134	97
1	14.5	21	13	92
1	14.5	111	89	96
1	14.5	33	137	46
1	14.5	29	104	183
1	14.5	82	9	161
1	14.5	98	171	78
1	14.5	150	14	25
1	14.5	176	71	190
1	14.5	144	109	83
1	14.5	135	113	50
1	14.5	177	18	4
1	14.5	164	12	67
1	14.5	48	151	174
1	14.5	164	186	15
1	14.5	39	79	104
1	14.5	40	100	101
1	14.5	32	136	127
1	14.5	41	184	28
1	14.5	181	8	179
1	14.5	75	11	106
1	14.5	116	193	19
1	14.5	137	178	129
1	14.5	21	89	140
1	14.5	52	144	11
1	14.5	56	128	174
1	14.5	7	163	122
1	14.5	48	6	31
1	14.5	101	159	125
1	14.5	153	74	53
1	14.5	148	122	50
1	14.5	192	17	120
1	14.5	185	171	22
1	14.5	134	26	145
1	14.5	99	54	144
1	14.5	144	190	83
1	14.5	17	97	3
1	14.5	195	189	53
1	14.5	71	52	127
1	14.5	169	48	44
1	14.5	76	71	179
1	14.5	42	128	79
1	14.5	147	147	19
1	14.5	130	122	140
1	14.5	146	78	140
1	14.5	161	4	187
1	14.5	75	158	97
1	14.5	188	101	101
1	14.5	177	171	29
1	14.5	17	45	189
1	14.5	9	97	22
1	14.5	21	65	17
1	14.5	92	45	109
1	14.5	55	91	191
1	14.5	45	41	65
1	14.5	156	174	39
1	14.5	110	125	188
1	14.5	105	109	93
1	14.5	104	161	186
1	14.5	116	75	176
1	14.5	162	95	149
1	14.5	24	23	193
1	14.5	32	36	139
1	14.5	136	170	63
1	14.5	177	79	195
1	14.5	166	4	140
1	14.5	188	26	119
1	14.5	159	164	38
1	14.5	29	146	117
1	14.5	189	150	114
1	14.5	64	15	15
1	14.5	141	66	179
1	14.5	108	77	104
1	14.5	106	70	183
1	14.5	141	150	141
1	14.5	70	34	75
1	14.5	118	159	126
1	14.5	4	156	10
1	14.5	126	185	27
